ZCR,RMS,Centroid,Bandwidth,Rolloff,Flatness,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Chroma1,Chroma2,Chroma3,Chroma4,Chroma5,Chroma6,Chroma7,Chroma8,Chroma9,Chroma10,Chroma11,Chroma12,Tonnetz1,Tonnetz2,Tonnetz3,Tonnetz4,Tonnetz5,Tonnetz6,Tempo,filename
-0.2573271854190451,0.6504933638139762,-0.014968285335659486,0.28636054037746517,0.09332250875760584,0.04434860499083301,1.0783160046321218,0.17516422684166286,-0.9231921203496588,-0.27880666892932854,-0.12223982930487531,0.0697278065869424,-0.042483983626289065,-0.09930348254257985,-0.7875584731679941,-0.13244186959118068,-0.4164217597112681,0.19997167802152868,-0.17895195927282728,-0.34495640923268195,-0.18007558248230354,-0.9035029151327237,0.353035265455661,1.1514633671181846,-0.5002916625798377,-0.8464396933818605,-0.8210005265236745,0.32533884141877073,-0.21954451645681364,-0.061263913820028264,0.7041189738882339,-0.15982438066229296,-1.1822290772935113,0.15503719413009753,0.8891784531266089,0.09442219212835588,-0.7074247807764846,-0.20215082400164874,C:/Users/user/Downloads/Task/dataset\acoustic-guitar-instrumental-music-366041.mp3
-0.7154775739784996,-1.4566547063139774,-0.7522234327161715,-0.7021573143044779,-0.6905556218787153,-0.4708082121981015,-0.938839648613446,0.8068654209378777,-0.6963133281860724,1.1123512315657629,1.4788012034518596,0.3645105703994942,1.931386118343948,2.4477298176690083,1.5647554603472231,0.561660047226966,0.3993134814029393,-0.20453733185545958,1.5570535802741121,0.6050032706461448,1.6532479434003204,-0.20195102035796764,-0.3131411637835053,-0.6870888225806339,0.4028182255255193,0.5244000496121339,0.7544742473882051,2.0822963210277785,0.7729454641938386,-0.12993129498411857,-0.31151441708702693,-1.670495319801787,-1.106805137601365,-1.3508308574249603,1.0374614161996758,0.7142094986839613,-1.7110938627421906,-0.6855442205556844,C:/Users/user/Downloads/Task/dataset\caves-of-dawn-10376.mp3
0.5487273877940348,-0.3385866296943192,0.12782845697898385,-0.430584689758608,-0.0014297052478228474,1.5307507544966763,-0.43592549970268,-0.7144027068684977,0.05585880733285255,0.4456335792469543,-0.05286604051763479,-0.22760652655813463,0.2698556462701143,0.13101452034827266,0.7031525693609751,0.9539350167889831,1.3127359592841392,-0.42416061905113744,-0.3106339815789206,-0.6786955679427358,-0.5863651834004443,-0.14675789351375246,0.15245128952188716,-0.5655415546399929,0.539293085937921,1.8148786408343798,2.679973734230734,0.8091165859975901,0.23060118763145454,0.8414125729895083,-0.4231406733859407,0.008813595791252503,1.1526689454069614,1.221252720198913,-0.73792323905745,2.6682921619331905,-1.2024494875332568,2.4910409567994063,C:/Users/user/Downloads/Task/dataset\complicated-instrumental-273140.mp3
3.6127094214162145,-0.732639133567728,3.1171478727242805,2.0549442718433477,2.78150206130265,3.6789799921651474,0.8859986139794946,-1.898831785578008,0.4438949796460499,-2.036790762039374,-1.619578128572231,-0.8364195560433271,-1.0992981921828873,-0.5432392659566871,-0.8694246295683516,-0.43285874773509997,-0.9085107640804365,-0.47478558383364383,-1.2169373895709756,2.476262879000855,1.2088512850233524,1.516765156945808,1.0371903198365704,0.6683028177540149,2.0530677510173128,1.0416728804426392,0.12289003024993524,-0.2965410878998248,0.09880465358470161,1.4236007170653573,0.5652420253714607,-0.4533246438217016,1.0036250748498514,-0.3640561786263315,-0.49782721778055394,0.1495266527920576,0.026451687726755733,0.19684055093184083,C:/Users/user/Downloads/Task/dataset\deep-house-instrumental-354596.mp3
-0.0028984814757719614,-0.517414067393276,-0.5442171295347827,-0.8949664267992647,-0.7739148629461321,-0.40571519538843887,-0.4423175130455083,0.9864170443200155,-1.2670470794055138,-0.9031014070299972,-1.5369814269974837,-2.3271060778326675,-1.4504813741528693,-1.5776686860295086,1.2147830037293739,0.6804719822135497,0.05873011017025384,2.06530806110711,2.2402863211287842,-0.2530041758096665,-1.5011699007149653,-1.1020096008479983,-1.3937777954838477,0.38953162241033135,-0.5408524439489982,-1.8434069364331231,-1.5302310339584084,-0.8379195920389654,1.5137032598207334,-0.8744504222435405,-0.7699834720529499,1.1627526141369648,0.3414964918160758,-1.0412156831654118,1.0057673417580677,-0.0866919238952821,1.529588705250171,1.2764642713401064,C:/Users/user/Downloads/Task/dataset\gentle-instrumental-1-322812.mp3
-0.059912705870803405,-0.4737297278511185,0.3145850878534105,0.4728540539471689,0.4345327742474359,-0.3924678890912456,0.3270297219548093,-0.7540421943686721,-1.4177970643020394,1.060001928021751,0.07477978405111575,0.5584713476028969,0.4024610688914763,0.4149312600223955,0.3364461843899259,-0.6774145706323886,0.17949627306751523,0.552868937595814,0.401894447625565,-0.25803409005608563,0.00932852575938028,-1.1280817710649735,-1.066897361485483,-1.8203286454888592,-0.7801977331526762,-1.1680029516566885,0.013890545519811821,1.5958374440214194,-0.4765373876252404,-1.6499985159428292,-1.4519082118860411,-1.5530687002616697,0.2438351178101199,-0.2548807521257055,2.082000197941502,-1.7235944977742585,-1.4079178560827577,-0.011723122328846706,C:/Users/user/Downloads/Task/dataset\inspiring-instrumental-song-374878.mp3
0.5915997570037852,-0.40671110885935585,1.2675506624651431,1.3913643486501024,1.5834637906020268,0.1335464309936595,1.2189467554989137,-1.3903642678885204,-0.9993773020025161,1.1313493788890814,0.58857951283476,0.6728118999621658,0.32924030060291476,0.8307026230023224,1.1370508998065327,0.8687908830498711,0.7502560128341529,0.7222816766923239,0.21088898751585283,0.9764728810810916,-0.11319778858180653,0.6388361965625533,-0.15503634213681147,0.5302020212268939,1.7710173300760927,0.5953409459436466,0.5074304519992789,-0.35663423163601926,0.7692275262542652,2.2381352584717153,0.3213521408580316,-0.5653927413618208,1.2661677480593825,-0.5055377198390867,-0.6259539363922079,0.08416528087005364,-0.47154172692120805,-0.6855442205556844,C:/Users/user/Downloads/Task/dataset\instrumental-acoustic-guitar-374871.mp3
-0.20840738070758025,1.2708219494453172,0.5364621332799839,1.1544791149221725,0.7832072075032649,-0.20492310096415906,1.350337720640691,-0.6208951651984465,-0.03136666260979391,-0.881451231297782,0.32609909989123353,0.6784452941058452,0.0720388009560673,1.4225591000917295,-0.11467535125829353,-0.15919048011970552,-0.34744723478676337,-0.07090154380066802,0.5511270928596532,0.4821211786494572,0.020610127113890517,2.4539574993329785,0.42971261889146867,-1.0094997951837403,-0.8087733822223738,-0.6387216704810449,0.06764221556672642,-0.40780354737335633,-0.43719266783900157,0.19442530643786068,2.077547542103637,0.9835929071646767,0.8618479451960803,0.7722933472742233,-0.33109225437007134,-1.0140038124507695,-0.07917483127397332,-0.37670955053505056,C:/Users/user/Downloads/Task/dataset\instrumental-acoustic-guitar-music-359487.mp3
-0.7734893135078346,0.6264635919256009,-0.47309106286359726,0.05161234852875161,-0.5497256613780617,-0.49149886356035033,0.3478127133259034,0.2395502205885161,-0.10211330267891605,-0.27546628341388807,0.613620469721176,0.7098090432365345,0.7598074134102565,0.6348036295549853,0.39134993509278293,0.1958279362278083,0.16448603485850546,-0.47355179301699313,-0.41436421731460904,-0.7409267209442747,0.5659156414856826,-0.4671298690605068,0.1296106932192618,1.0011591492205534,0.43897552009742685,0.47805749113939905,-0.0007297257419598444,0.9236905221121686,0.6907877296694261,-0.23957036493420542,-0.6304716156199383,-0.025960903045644773,-1.039126221991612,-0.814904278767762,-0.07897866851344568,-0.2021519012062819,0.6418361933853418,-0.37670955053505056,C:/Users/user/Downloads/Task/dataset\instrumental-acoustic-guitar-music-360222.mp3
-0.5468247808026739,1.471574932989768,-0.28254999888703886,0.1407786832117157,-0.18072710866300687,-0.4517441586880659,0.6356852239526803,-0.3876112422961659,0.02565952332492293,1.6889746050915864,0.8303605869951017,0.27920297997261806,-0.1391468649064666,0.27979307122534924,0.9406893333249267,0.6659746912136851,-1.1440223783227443,-1.8188070625546895,0.09180275252013373,-1.3659967101299189,0.2570330443222643,0.35090851274507323,-0.23516711220977607,0.11395162963725182,-0.9399160894358068,-1.2526413976405972,-1.223600676928648,0.19372273296353734,2.183522291940531,0.31933864013033775,-1.2843761173399753,1.2858782350036595,-0.14616550027839473,-1.77138433020694,-0.913214884758547,-0.14762071512475913,1.4560447145152717,-0.37670955053505056,C:/Users/user/Downloads/Task/dataset\instrumental-acoustic-guitar-music-361435.mp3
